Name,Site_EPA_ID,Listing_Date,Site_Score,City,State,Latitude,Longitude
57th and North Broadway Streets Site,KSD981710247,19921014,50.00,Wichita Heights,KS,37.775,-97.316667
Big River Mine Tailings/St. Joe Minerals Corp.,MOD981126899,19921014,84.91,Desloge,MO,37.886389,-90.55
McCormick & Baxter Creosoting Co.,CAD009106527,19921014,74.86,Stockton,CA,37.947851,-121.306635
Andersen Air Force Base,GU6571999519,19921014,50.00,Yigo,GU,13.572916,144.897361
Jet Propulsion Laboratory (NASA),CA9800013030,19921014,50.00,Pasadena,CA,34.201185,-118.167434
Concord Naval Weapons Station,CA7170024528,19941216,50.00,Concord,CA,38.049444,-122
Northwest Pipe & Casing/Hall Process Co,ORD980988307,19921014,51.09,Clackamas,OR,45.416333,-122.563889
"Popile, Inc.",ARD008052508,19921014,50.03,El Dorado,AR,33.1825,-92.673333
"American Creosote Works, Inc. (Winnfield Plant)",LAD000239814,19921014,50.70,Winnfield,LA,31.918611,-92.634722
Tutu Wellfield,VID982272569,19950929,50.00,Tutu,VI,18.341667,-64.885
"Spectron, Inc.",MDD000218008,19940531,51.42,Elkton,MD,39.691249,-75.877778
Baytown Township Ground Water Plume,MND982425209,19941216,35.62,Baytown Township,MN,45,-92.833333
AT&SF (Albuquerque),NMD980622864,19941216,50.00,Albuquerque,NM,35.033333,-106.655278
Bruno Co-op Association/Associated Properties,NED981713829,19960617,50.00,Bruno,NE,41.284722,-96.959722
Ogallala Ground Water Contamination,NED986369247,19941216,50.00,Ogallala,NE,41.123889,-101.736111
Adak Naval Air Station,AK4170024323,19940531,51.37,Adak,AK,51.8775,-176.6525
Summitville Mine,COD983778432,19940531,50.00,Rio Grande County,CO,37.43,-106.585
Del Monte Corp. (Oahu Plantation),HID980637631,19941216,50.00,Honolulu County,HI,21.458333,-158.066667
"Ordnance Products, Inc.",MDD982364341,19970925,32.15,Cecil County,MD,39.630833,-75.923889
Horseshoe Road,NJD980663678,19950929,51.37,Sayreville,NJ,40.484722,-74.319444
Onondaga Lake,NYD986913580,19941216,50.00,Syracuse,NY,43.069444,-76.208056
RSR Corp.,TXD079348397,19950929,50.00,Dallas,TX,32.776944,-96.8725
Pacific Sound Resources,WAD009248287,19940531,70.71,Seattle,WA,47.582332,-122.366667
Paducah Gaseous Diffusion Plant (USDOE),KY8890008982,19940531,56.95,Paducah,KY,37.120138,-88.811111
Hanscom Field/Hanscom Air Force Base,MA8570024424,19940531,50.00,Bedford,MA,42.470666,-71.289444
"Natick Laboratory Army Research, Development, and Engineering Center",MA1210020631,19940531,50.00,Natick,MA,42.288889,-71.363611
Beltsville Agricultural Research Center (USDA),MD0120508940,19940531,50.00,Beltsville,MD,39.029166,-76.884583
Langley Air Force Base/NASA Langley Research Center,VA2800005033,19940531,50.00,Hampton,VA,37.069999,-76.358611
Marine Corps Combat Development Command,VA1170024722,19940531,50.00,Quantico,VA,38.521667,-77.29
Puget Sound Naval Shipyard Complex,WA2170023418,19940531,50.00,Bremerton,WA,47.559166,-122.647222
Naval Weapons Industrial Reserve Plant,MA6170023570,19940531,50.00,Bedford,MA,42.478889,-71.290277
South Weymouth Naval Air Station,MA2170022022,19940531,50.00,Weymouth,MA,42.155277,-70.93347
Portsmouth Naval Shipyard,ME7170022019,19940531,50.00,Kittery,ME,43.084167,-70.741666
UGI Columbia Gas Plant,PAD980539126,19940531,50.78,Columbia,PA,40.026207,-76.498389
Allegany Ballistics Laboratory (USNAVY),WV0170023691,19940531,50.00,Mineral County,WV,39.560972,-78.843611
Redstone Arsenal (USARMY/NASA),AL7210020742,19940531,50.00,Huntsville,AL,34.646944,-86.673055
"Chemfax, Inc.",MSD008154486,20120315,38.40,Gulfport,MS,30.428888,-89.089166
North Sanitary Landfill,OHD980611875,19940531,50.00,Dayton,OH,39.78611,-84.1525
Ripon City Landfill,WID980610190,19940531,39.04,Fond Du Lac County,WI,43.866806,-88.870556
ALCOA (Point Comfort)/Lavaca Bay,TXD008123168,19940223,50.00,Point Comfort,TX,28.650833,-96.562222
Fort Richardson (USARMY),AK6214522157,19940531,50.00,Anchorage,AK,61.258333,-149.7
Fremont National Forest/White King and Lucky Lass Uranium Mines (USDA),OR7122307658,19950425,50.00,Lake County,OR,42.336111,-120.541667
McCormick & Baxter Creosoting Co. (Portland Plant),ORD009020603,19940531,50.00,Portland,OR,45.579443,-122.73944
Jackson Park Housing Complex (USNAVY),WA3170090044,19940531,50.00,Kitsap County,WA,47.58861,-122.695972
Vancouver Water Station #1 Contamination,WAD988519708,19940531,50.00,Vancouver,WA,45.638471,-122.645417
"Raymark Industries, Inc.",CTD001186618,19950425,,Stratford,CT,41.201278,-73.117222
Tennessee Products,TND071516959,19950929,,Chattanooga,TN,34.998889,-85.314444
Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE),CA2890190000,19940531,50.00,Davis,CA,38.51875,-121.75125
Navy Ships Parts Control Center,PA3170022104,19940531,50.00,Mechanicsburg,PA,40.223888,-76.99361
Frontier Fertilizer,CAD071530380,19940531,35.04,Davis,CA,38.553055,-121.673333
Butler Mine Tunnel,PAD980508451,19870722,49.51,Pittston,PA,41.3268,-75.7899
Fort Eustis (US Army),VA6210020321,19941216,50.00,Newport News,VA,37.105,-76.568332
Old Navy Dump/Manchester Laboratory (USEPA/NOAA),WA8680030931,19940531,50.00,Manchester,WA,47.574443,-122.548055
Patuxent River Naval Air Station,MD7170024536,19940531,50.00,St. Mary's County,MD,38.270694,-76.419444
Whiting Field Naval Air Station,FL2170023244,19940531,50.00,Milton,FL,30.709722,-87.020417
Chevron Chemical Co. (Ortho Division),FLD004064242,19940531,50.00,Orlando,FL,28.578889,-81.408889
Mason City Coal Gasification Plant,IAD980969190,19941216,69.33,Mason City,IA,43.1476,-93.1992
"Chemical Commodities, Inc.",KSD031349624,19940531,50.00,Olathe,KS,38.878194,-94.805556
Naval Computer and Telecommunications Area Master Station Eastern Pacific,HI0170090054,19940531,50.00,Oahu,HI,21.519027,-158.005138
GCL Tie and Treating Inc.,NYD981566417,19940531,48.54,Village of Sidney,NY,42.300555,-75.413333
Boomsnub/Airco,WAD009624453,19950425,,Vancouver,WA,45.677222,-122.621667
Willow Grove Naval Air and Air Reserve Station,PAD987277837,19950929,50.00,Willow Grove,PA,40.19222,-75.1475
Escambia Wood - Pensacola,FLD008168346,19941216,50.00,Pensacola,FL,30.4553,-87.2317
Cherry Point Marine Corps Air Station,NC1170027261,19941216,70.71,Havelock,NC,34.9,-76.8917
Aqua-Tech Environmental Inc. (Groce Laboratories),SCD058754789,19941216,50.00,Greer,SC,34.9328,-82.1725
Agriculture Street Landfill,LAD981056997,19941216,50.00,New Orleans,LA,29.98866,-90.040165
Parris Island Marine Corps Recruit Depot,SC6170022762,19941216,50.00,Parris Island,SC,32.3528,-80.7031
Reynolds Metals Company,ORD009412677,19941216,70.71,Troutdale,OR,45.5569,-122.399161
Ace Services,KSD046746731,19950929,50.00,Colby,KS,39.396944,-101.039167
West Site/Hows Corners,MED985466168,19950929,50.00,Plymouth,ME,44.740278,-69.182222
Indian Head Naval Surface Warfare Center,MD7170024684,19950929,50.00,Indian Head,MD,38.591389,-77.174306
Eastern Surplus,MED981073711,19960617,50.00,Meddybemps,ME,45.038889,-67.358333
Franklin Burn,NJD986570992,19960617,40.67,Franklin Township,NJ,39.594444,-75.025
"Breslube-Penn, Inc",PAD089667695,19960617,50.00,Coraopolis,PA,40.501389,-80.146389
LCP Chemicals Georgia,GAD099303182,19960617,,Brunswick,GA,31.189444,-81.508333
Penta Wood Products,WID006176945,19960617,50.00,Daniels,WI,45.784508,-92.431204
Welsbach & General Gas Mantle (Camden Radiation),NJD986620995,19960617,41.46,"Camden, Gloucester City",NJ,39.919722,-75.121944
Jennison-Wright Corporation,ILD006282479,19960617,40.30,Granite City,IL,38.708333,-90.1525
Aircraft Components (D & L Sales),MI0001119106,19960617,,Benton Harbor,MI,42.126944,-86.454444
Wright Ground Water Contamination,KSD984985929,19960617,50.00,Wright,KS,37.780556,-99.888889
Little Valley,NY0001233634,19960617,,Little Valley,NY,42.236667,-78.766944
Beede Waste Oil,NHD018958140,19961223,70.71,Plaistow,NH,42.855075,-71.105889
Central Chemical (Hagerstown),MDD003061447,19970925,50.00,Hagerstown,MD,39.656667,-77.723611
Sharon Steel Corp (Fairmont Coke Works),WVD000800441,19961223,57.08,Fairmont,WV,39.493611,-80.114444
Norfolk Naval Base (Sewells Point Naval Complex),VA6170061463,19970401,50.00,Norfolk,VA,36.940278,-76.300278
MRI Corp (Tampa),FLD088787585,19961223,37.62,Tampa,FL,27.96,-82.355833
Shuron Inc.,SCD003357589,19961223,68.26,Barnwell,SC,33.236694,-81.375778
Stauffer Chemical Co (Tampa),FLD004092532,19961223,59.81,Tampa,FL,27.963056,-82.370556
Tyndall Air Force Base,FL1570024124,19970401,50.00,Panama City,FL,30.0875,-85.586667
Madisonville Creosote Works,LAD981522998,19961223,48.01,Madisonville,LA,30.427222,-90.198611
Tex-Tin Corp.,TXD062113329,19980918,50.00,Texas City,TX,29.356667,-94.941667
Brunswick Wood Preserving,GAD981024466,19970401,54.49,Brunswick,GA,31.242222,-81.528056
Ross Metals Inc.,TND096070396,19970401,37.65,Rossville,TN,35.049167,-89.548611
Oeser Co,WAD008957243,19970925,69.34,Bellingham,WA,48.770278,-122.514444
Palermo Well Field Ground Water Contamination,WA0000026534,19970401,50.00,Tumwater,WA,47.001667,-122.904167
DePue/New Jersey Zinc/Mobil Chemical Corp.,ILD062340641,19990510,70.71,DePue,IL,41.327778,-89.304167
Fort George G. Meade,MD9210020567,19980728,51.44,Odenton,MD,39.083333,-76.715278
Sprague Road Ground Water Plume,TX0001407444,19970925,43.21,Odessa,TX,31.918611,-102.428333
Salford Quarry,PAD980693204,20090923,50.00,Lower Salford Township,PA,40.251944,-75.382222
Florida Petroleum Reprocessors,FLD984184127,19980306,50.00,Fort Lauderdale,FL,26.081944,-80.215556
"Cornell Dubilier Electronics, Inc.",NJD981557879,19980728,50.27,South Plainfield,NJ,40.576389,-74.414167
Fulton Avenue,NY0000110247,19980306,33.08,North Hempstead,NY,40.737337,-73.657844
LCP Chemicals Inc.,NJD079303020,19980728,50.00,Linden,NJ,40.6075,-74.210278
Peter Cooper,NYD980530265,19980306,50.00,Gowanda,NY,42.458778,-78.927583
Puchack Well Field,NJD981084767,19980306,50.00,Pennsauken Township,NJ,39.976667,-75.051944
Zschiegner Refining,NJD986643153,19980306,50.00,Howell Township,NJ,40.145833,-74.2
Cam-Or Inc.,IND005480462,19980306,58.91,Westville,IN,41.546528,-86.899306
Norfolk Naval Shipyard,VA1170024813,19990722,50.00,Portsmouth,VA,36.821944,-76.294722
Sharon Steel Corp (Farrell Works Disposal Area) ,PAD001933175,19980728,50.00,Hickory Township,PA,41.198611,-80.510278
Washington Navy Yard,DC9170024310,19980728,48.57,Washington,DC,38.875,-76.9875
Camilla Wood Preserving Company,GAD008212409,19980728,50.00,Camilla,GA,31.2225,-84.20333
Solitron Microwave,FLD045459526,19980728,50.00,Port Salerno,FL,27.136667,-80.199167
Jasper Creosoting Company Inc.,TXD008096240,19980728,50.00,Jasper,TX,30.933889,-93.9825
Rockwool Industries Inc.,TXD066379645,19980929,48.00,Bell County,TX,31.051667,-97.438056
Lehigh Valley Railroad,NYD986950251,19990119,50.00,Le Roy,NY,42.992028,-77.933306
Andrews Air Force Base,MD0570024000,19990510,50.00,Camp Springs,MD,38.791667,-76.875
Brandywine DRMO,MD9570024803,19990510,50.15,Brandywine,MD,38.698056,-76.845
Davis Park Road TCE,NCD986175644,19990119,33.50,Gastonia,NC,35.231667,-81.218889
Indian Refinery-Texaco Lawrenceville,ILD042671248,20001201,56.67,Lawrenceville,IL,38.715556,-87.682222
Pemaco Maywood,CAD980737092,19990119,45.23,Maywood,CA,33.985417,-118.17125
North Railroad Avenue Plume,NMD986670156,19990119,50.00,Espanola,NM,35.9914,-106.081384
Computer Circuits,NYD125499673,19990510,50.00,Hauppauge,NY,40.813194,-73.24611
Naval Amphibious Base Little Creek,VA5170022482,19990510,50.00,Virginia Beach,VA,36.906111,-76.147778
Lava Cap Mine,CAD983618893,19990119,33.66,Nevada City,CA,39.228056,-120.969861
Middlesex Sampling Plant (USDOE),NJ0890090012,19990119,50.00,Middlesex,NJ,40.569806,-74.493194
Mohonk Road Industrial Plant,NYD986950012,19990119,50.00,High Falls,NY,41.816667,-74.13444
Omega Chemical Corporation,CAD042245001,19990119,30.94,Whittier,CA,33.969722,-118.042222
City of Perryton Well No. 2,TX0001399435,19990119,50.00,Perryton,TX,36.400556,-100.804722
Pownal Tannery,VTD069910354,19990119,50.00,Pownal,VT,42.797167,-73.26575
Smithtown Ground Water Contamination,NY0002318889,19990119,50.00,Smithtown,NY,40.887806,-73.174778
United States Avenue Burn,NJ0001120799,19990722,50.00,Gibbsboro,NJ,39.834167,-74.963889
Fridley Commons Park Well Field,MND985701309,19990119,50.00,Fridley,MN,45.080556,-93.255556
"Many Diversified Interests, Inc.",TXD008083404,19990119,32.07,Houston,TX,29.767778,-95.331667
Tulsa Fuel and Manufacturing,OKD987096195,19990119,50.00,Collinsville,OK,36.34625,-95.848611
Newton County Wells,MOD985798339,20000727,50.00,Joplin,MO,37.044722,-94.473056
Pools Prairie,MO0000958835,19990917,50.00,Neosho,MO,36.803056,-94.390278
Former Nansemond Ordnance Depot,VAD123933426,19990722,70.71,Suffolk,VA,36.899722,-76.434722
American Brass,ALD981868466,19990510,55.61,Headland,AL,31.325,-85.404167
Stanton Cleaners Area Ground Water Contamination,NYD047650197,19990510,35.76,Great Neck,NY,40.782361,-73.734139
Armour Road,MOD046750253,19990510,50.00,North Kansas City,MO,39.145,-94.556111
Vasquez Boulevard and I-70,CO0002259588,19990722,50.00,Denver,CO,39.791667,-104.958333
Midnite Mine,WAD980978753,20000511,50.00,Wellpinit,WA,47.9375,-118.094167
Eastland Woolen Mill,MED980915474,19990722,70.71,Corinna,ME,44.921667,-69.261111
Vega Baja Solid Waste Disposal,PRD980512669,19990722,50.37,Rio Abajo Ward,PR,18.434306,-66.389722
Emmell's Septic Landfill,NJD980772727,19990722,50.00,Galloway Township,NJ,39.500694,-74.543611
Hanlin-Allied-Olin,WVD024185373,19990722,53.98,Moundsville,WV,39.906667,-80.801389
Kim-Stan Landfill,VAD077923449,19990722,50.00,Selma,VA,37.800278,-79.861667
Hart Creosoting Company,TXD050299577,19990722,48.00,Jasper,TX,30.893611,-93.995278
Hudson Refinery,OKD082471988,19990722,29.34,Cushing,OK,35.985556,-96.779722
Mountain Pine Pressure Treating,ARD049658628,19990722,41.93,Plainview,AR,34.984167,-93.302222
North Belmont PCE,NCD986187128,19990722,50.00,North Belmont,NC,35.273472,-81.05125
Vienna Tetrachloroethene,WVD988798401,19991022,50.00,Vienna,WV,39.325167,-81.548778
"Martin Aaron, Inc.",NJD014623854,19990722,50.00,Camden,NJ,39.926111,-75.119167
Alameda Naval Air Station,CA2170023236,19990722,50.00,Alameda,CA,37.788889,-122.33
Iceland Coin Laundry Area Ground Water Plume,NJ0001360882,19991022,30.30,Vineland,NJ,39.45725,-75.04725
Lightman Drum Company,NJD014743678,19991022,42.03,Winslow Township,NJ,39.729722,-74.905917
McGuire Air Force Base #1,NJ0570024018,19991022,47.20,Wrightstown,NJ,40.018056,-74.593611
Old Wilmington Road Ground Water Contamination,PAD981938939,20000204,50.00,Sadsburyville,PA,39.995833,-75.908333
Basin Mining Area,MTD982572562,19991022,61.15,Basin,MT,46.272778,-112.263333
Jacobs Smelter,UT0002391472,20000204,50.00,Stockton,UT,40.454167,-112.358333
Upper Tenmile Creek Mining Area,MTSFN7578012,19991022,50.00,"Helena, Rimini",MT,46.482083,-112.245139
Star Lake Canal,TX0001414341,20000727,50.00,Port Neches,TX,29.975,-93.917
Garland Creosoting,TXD007330053,19991022,49.10,Longview,TX,32.442272,-94.710903
Fruit Avenue Plume,NMD986668911,19991022,50.00,Albuquerque,NM,35.086444,-106.640611
State Road 114 Ground Water Plume,TXSFN0605177,19991022,42.41,Levelland,TX,33.599883,-102.405561
Centredale Manor Restoration Project,RID981203755,20000204,70.71,North Providence,RI,41.857667,-71.48725
Jackson Steel,NYD001344456,20000204,50.00,"Mineola, North Hempstead",NY,40.738806,-73.652694
"Lawrence Aviation Industries, Inc.",NYD002041531,20000204,50.00,Port Jefferson Station,NY,40.928139,-73.069194
"Scorpio Recycling, Inc.",PRD987376662,20000204,50.00,Candeleria Ward,PR,18.409167,-66.231944
"Trans Circuits, Inc.",FLD091471904,20000204,50.00,Lake Park,FL,26.795278,-80.073889
Macalloy Corporation,SCD003360476,20000204,50.00,North Charleston,SC,32.838056,-79.951194
Marion Pressure Treating,LAD008473142,20000204,50.00,Marion,LA,32.908333,-92.252944
Intermountain Waste Oil Refinery,UT0001277359,20000511,50.00,Bountiful,UT,40.879444,-111.889444
Leviathan Mine,CAD980673685,20000511,50.00,Markleeville,CA,38.703889,-119.656111
Landia Chemical Company,FLD042110841,20000511,50.00,Lakeland,FL,28.039444,-81.979167
Alaric Area Ground Water Plume,FLD012978862,20001201,41.91,Tampa,FL,27.964083,-82.375139
Ouachita Nevada Wood Treater,ARD042755231,20000511,50.00,Reader,AR,33.759453,-93.104258
Big John Salvage - Hoult Road,WVD054827944,20000727,48.57,Fairmont,WV,39.497222,-80.123056
Naval Weapons Station Yorktown - Cheatham Annex,VA3170024605,20001201,49.27,Williamsburg,VA,37.284722,-76.6075
Old Roosevelt Field Contaminated Ground Water Area,NYSFN0204234,20000511,50.00,Garden City,NY,40.733611,-73.618472
St. Juliens Creek Annex (U.S. Navy),VA5170000181,20000727,50.00,Chesapeake,VA,36.794167,-76.312222
Scovill Industrial Landfill,CT0002265551,20000727,50.00,Waterbury,CT,41.550389,-73.010639
Lower Darby Creek Area,PASFN0305521,20010614,50.00,Darby Township,PA,39.885556,-75.267778
Gilt Edge Mine,SDD987673985,20001201,50.00,Lead,SD,44.328056,-103.674306
Lockwood Solvent Ground Water Plume,MT0007623052,20001201,45.69,Billings,MT,45.803611,-108.455
Davis Timber Company,MSD046497012,20000727,48.57,Hattiesburg,MS,31.345192,-89.404461
Hamilton/Labree Roads Ground Water Contamination,WASFN1002174,20000727,37.65,Chehalis,WA,46.623472,-122.933056
"Southern Solvents, Inc.",FL0001209840,20000727,50.00,Tampa,FL,28.040556,-82.510278
Alark Hard Chrome,CAD098229214,20001201,50.50,Riverside,CA,33.991886,-117.367186
Diamond Head Oil Refinery Div.,NJD092226000,20020905,30.00,Kearny,NJ,40.747222,-74.132194
"Nuclear Metals, Inc.",MAD062166335,20010614,58.31,Concord,MA,42.441667,-71.421944
Portland Harbor,ORSFN1002155,20001201,50.00,Portland,OR,45.615278,-122.793056
Riverfront,MOD981720246,20001201,50.00,New Haven,MO,38.613889,-91.214722
Sutton Brook Disposal Area,MAD980520696,20010614,57.12,Tewksbury,MA,42.598222,-71.183194
"Alabama Plating Company, Inc.",ALD004022448,20120918,30.20,Vincent,AL,33.399722,-86.405
"Malone Service Company, Inc.",TXD980864789,20010614,50.00,Texas City,TX,29.333056,-94.902778
Elizabeth Mine,VTD988366621,20010614,50.00,Strafford,VT,43.823889,-72.328889
Ashland/Northern States Power Lakefront,WISFN0507952,20020905,50.00,Ashland,WI,46.595972,-90.883333
Barker Hughesville Mining District,MT6122307485,20010913,50.00,Barker,MT,47.083333,-110.630278
Carpenter Snow Creek Mining District,MT0001096353,20010913,50.00,Neihart,MT,46.961389,-110.725833
Bountiful/Woods Cross 5th South PCE Plume,UT0001119296,20010913,50.00,"Bountiful, Woods Cross",UT,40.887222,-111.903889
Davenport and Flagstaff Smelters,UTD988075719,20030430,32.50,Sandy City,UT,40.573611,-111.791944
Del Amo,CAD029544731,20020905,47.12,Los Angeles,CA,33.846639,-118.289472
Lower Duwamish Waterway,WA0002329803,20010913,50.00,Seattle,WA,47.510081,-122.29285
Taylor Lumber and Treating,ORD009042532,20010614,71.78,Sheridan,OR,45.097222,-123.426944
Quanta Resources,NJD000606442,20020905,50.00,Edgewater,NJ,40.804306,-73.989167
Cooper Drum Company,CAD055753370,20010614,50.00,South Gate,CA,33.946972,-118.179694
Shenandoah Road Ground Water Contamination,NYSFN0204269,20010614,50.00,East Fishkill,NY,41.526111,-73.792222
Barber Orchard,NCSFN0406989,20010913,70.71,Waynesville,NC,35.445833,-83.063889
Griggs & Walnut Ground Water Plume,NM0002271286,20010614,50.00,Las Cruces,NM,32.315556,-106.76
"MacKenzie Chemical Works, Inc.",NYD980753420,20010913,50.00,Central Islip,NY,40.788889,-73.205278
Valmont TCE,PAD982363970,20010913,43.16,West Hazleton,PA,40.967778,-76.015556
Watson Johnson Landfill,PAD980706824,20010913,70.71,Richland Township,PA,40.460139,-75.331861
"American Creosote Works, Inc.",MSD004006995,20010913,62.20,Louisville,MS,33.111111,-89.058333
Matthiessen and Hegeler Zinc Company,IL0000064782,20030929,50.00,La Salle,IL,41.34215,-89.083067
Patrick Bayou,TX0000605329,20020905,47.83,Deer Park,TX,29.731944,-95.114583
Casmalia Resources,CAD020748125,20010913,30.00,Casmalia,CA,34.863125,-120.544303
Ely Copper Mine,VTD988366571,20010913,50.00,Vershire,VT,43.927447,-72.285506
Eureka Mills,UT0002240158,20020905,50.00,Eureka,UT,39.955556,-112.115556
"Crown Cleaners of Watertown, Inc.",NYD986965333,20020905,49.00,Carthage,NY,44.022944,-75.651861
Franklin Slag Pile (MDC),PASFN0305549,20020905,50.20,Philadelphia,PA,39.983194,-75.083889
Curtis Bay Coast Guard Yard,MD4690307844,20020905,50.00,Anne Arundel County,MD,39.2,-76.572694
Callahan Mine,MED980524128,20020905,50.00,Brooksville,ME,44.351639,-68.810139
Hatheway and Patterson Company,MAD001060805,20020905,56.60,Mansfield,MA,42.038194,-71.2225
Woodbrook Road Dump,NJSFN0204260,20030430,50.00,South Plainfield,NJ,40.561564,-74.402914
Atlantic Resources Corporation,NJD981558430,20020905,50.00,Sayreville,NJ,40.486111,-74.319444
Cayuga County Ground Water Contamination,NYN000204289,20020905,50.00,"Aurelius, Fleming, Springport",NY,42.880556,-76.6425
Ellenville Scrap Iron and Metal,NYSFN0204190,20020905,50.27,Ellenville,NY,41.724028,-74.4055
Oak Grove Village Well,MOD981717036,20020905,50.00,Oak Grove Village,MO,38.220972,-91.149461
Reasor Chemical Company,NCD986187094,20020905,32.14,Castle Hayne,NC,34.343472,-77.891944
Brine Service Company,TX0000605264,20020905,50.00,Corpus Christi,TX,27.815372,-97.508606
McGaffey and Main Groundwater Plume,NM0000605386,20020905,50.00,Roswell,NM,33.379792,-104.518722
Railroad Avenue Groundwater Contamination,IA0001610963,20020905,50.00,Des Moines,IA,41.578333,-93.702222
Omaha Lead,NESFN0703481,20030430,50.00,Omaha,NE,41.267778,-95.929722
Libby Asbestos,MT0009083840,20021024,,Libby,MT,48.391528,-115.551111
"United Metals, Inc.",FLD098924038,20030430,33.73,Marianna,FL,30.685833,-85.168056
Gulfco Marine Maintenance,TXD055144539,20030430,50.00,Freeport,TX,28.966847,-95.289656
Lammers Barrel,OHD981537582,20030929,69.33,Beavercreek,OH,39.726389,-84.084306
Ward Transformer,NCD003202603,20030430,50.00,Raleigh,NC,35.901944,-78.773611
Falcon Refinery,TXD086278058,20110916,50.00,Ingleside,TX,27.860725,-97.179306
Pesticide Warehouse III,PRD987367299,20030430,50.00,Manati,PR,18.429139,-66.458
AMCO Chemical,CA0001576081,20030929,50.00,Oakland,CA,37.8025,-122.29375
White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,NJSFN0204241,20040923,41.63,Wall Township,NJ,40.135444,-74.063133
Standard Chlorine,NJD002175057,20070919,50.00,Kearny,NJ,40.75,-74.097222
Ram Leather Care,NCD982096653,20030929,40.43,Charlotte,NC,35.228056,-80.606806
Captain Jack Mill,COD981551427,20030929,50.56,Ward,CO,40.055833,-105.503611
Peters Cartridge Factory,OHD987051083,20120918,50.00,Kings Mills,OH,39.350694,-84.242222
Troy Mills Landfill,NHD980520217,20030929,50.00,Troy,NH,42.802583,-72.186944
Newton County Mine Tailings,MOD981507585,20030929,50.00,Granby,MO,36.9921,-94.3848
Jones Road Ground Water Plume,TXN000605460,20030929,46.50,Houston,TX,29.90465,-95.584319
Madison County Mines,MOD098633415,20030929,58.41,Fredericktown,MO,37.546111,-90.276111
Rolling Knolls Landfill,NJD980505192,20030929,58.31,Chatham Township,NJ,40.729528,-74.447861
Conroe Creosoting Company,TXD008091951,20030929,48.00,Conroe,TX,30.318744,-95.435428
"Union Chemical Co., Inc.",MED042143883,19891004,32.11,South Hope,ME,44.21444,-69.189027
Dover Air Force Base,DE8570024010,19890313,35.89,Dover,DE,39.127781,-75.466669
"Chem-Solv, Inc.",DED980714141,19900830,37.93,Cheswold,DE,39.2216,-75.5764
Letterkenny Army Depot (PDO Area),PA2210090054,19890313,37.51,Franklin County,PA,40.0075,-77.64
Paoli Rail Yard,PAD980692594,19900830,32.18,Paoli,PA,40.043189,-75.492919
Buckingham County Landfill,VAD089027973,19891004,40.70,Buckingham,VA,37.514169,-78.516669
"Culpeper Wood Preservers, Inc.",VAD059165282,19891004,45.91,Culpeper,VA,38.483331,-77.96
Anniston Army Depot (Southeast Industrial Area),AL3210020027,19890313,51.91,Anniston,AL,33.659439,-85.969439
"City Industries, Inc.",FLD055945653,19891004,32.00,Orlando,FL,28.601389,-81.3
National Starch & Chemical Corp.,NCD991278953,19891004,46.51,Salisbury,NC,35.6322,-80.5412
Savanna Army Depot Activity,IL3210020803,19890313,42.20,Savanna,IL,42.21,-90.313331
Joliet Army Ammunition Plant (Load-Assembly-Packing Area),IL0210090049,19890313,35.23,Joliet,IL,41.3662,-88.0772
Prestolite Battery Division,IND006377048,19891004,40.63,Vincennes,IN,38.691669,-87.501661
Kysor Industrial Corp.,MID043681840,19891004,33.94,Cadillac,MI,44.2568,-85.4226
Louisiana Army Ammunition Plant,LA0213820533,19890313,30.26,Doyline,LA,32.5422,-93.421
"Combustion, Inc.",LAD072606627,19900830,33.79,Denham Springs,LA,30.5129,-90.8939
Air Force Plant #4 (General Dynamics),TX7572024605,19900830,39.92,Fort Worth,TX,32.777781,-97.45
Conservation Chemical Co.,MOD000829705,19891004,29.85,Kansas City,MO,39.1279,-94.4722
Lindsay Manufacturing Co.,NED068645696,19891004,47.91,Lindsay,NE,41.701669,-97.69
"Motorola, Inc. (52nd Street Plant)",AZD009004177,19891004,40.83,Phoenix,AZ,33.461669,-111.9708
Apache Powder Co.,AZD008399263,19900830,39.09,St. David,AZ,31.88,-110.24
Fairchild Semiconductor Corp. (South San Jose Plant),CAD097012298,19891004,44.46,South San Jose,CA,37.2326,-121.7748
Lorentz Barrel & Drum Co.,CAD029295706,19891004,33.94,San Jose,CA,37.318611,-121.8644
J.H. Baxter & Co.,CAD000625731,19891004,34.78,Weed,CA,41.4364,-122.3707
Diaz Chemical Corporation,NYD067532580,20040722,50.00,Holley,NY,43.222944,-78.029278
Ryeland Road Arsenic,PAD981033459,20040722,60.30,Heidelberg Township,PA,40.35395,-76.175361
Picayune Wood Treating,MSD065490930,20040722,51.03,Picayune,MS,30.524444,-89.689722
Jacobsville Neighborhood Soil Contamination,INN000508142,20040722,35.52,Evansville,IN,37.979297,-87.563989
Cidra Ground Water Contamination,PRN000204538,20040722,50.00,Cidra,PR,18.175277,-66.161944
Peninsula Boulevard Ground Water Plume,NYN000204407,20040722,50.00,Hewlett,NY,40.642806,-73.706417
Ravenswood PCE Ground Water Plume,WVSFN0305428,20040923,50.00,Ravenswood,WV,38.951667,-81.761667
Grants Chlorinated Solvents Plume,NM0007271768,20040722,50.00,Grants,NM,35.155778,-107.843889
